Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
1354;C�sar de la Hoz;ESP;MF;Almer�a;La Liga;3011;9;853;1;0.42;0.11
1355;Luca de la Torre;USA;MF;Celta Vigo;La Liga;2411;3;350;0;0.77;0.26
1356;R�my Labeau Lascary;GLP;FWMF;Lens;Ligue 1;195;0;82;0;3.33;1.11
1357;Ga�tan Laborde;FRA;FW;Nice;Ligue 1;2818;16;1399;6;2.26;1.29
1358;Ga�tan Laborde;FRA;FW;Rennes;Ligue 1;284;3;249;2;3.93;2.14
1359;Alexandre Lacazette;FRA;FW;Lyon;Ligue 1;3122;22;1923;13;2.85;1.4
1360;Qazim La�i;ALB;MF;Ajaccio;Ligue 1;279;2;212;0;1.67;0
1361;Maxence Lacroix;FRA;DF;Wolfsburg;Bundesliga;2215;11;1002;1;0.27;0.09
1362;Alban Lafont;FRA;GK;Nantes;Ligue 1;2421;21;1889;0;0;0
1363;A�ssa La�douni;TUN;MF;Union Berlin;Bundesliga;262;1;107;0;0.83;0
1364;Konrad Laimer;AUT;MF;RB Leipzig;Bundesliga;259;8;674;0;1.07;0.27
1365;Stefan Lainer;AUT;DF;M'Gladbach;Bundesliga;307;2;171;0;1.05;0
1366;Kenny Lala;FRA;DF;Brest;Ligue 1;315;4;373;0;0.49;0.24
1367;Adam Lallana;ENG;MFFW;Brighton;Premier League;3416;12;722;2;1;0.63
1368;Vassilis Lambropoulos;GRE;DF;Bochum;Bundesliga;3210;6;567;0;0.95;0
1369;�rik Lamela;ARG;FWMF;Sevilla;La Liga;3018;12;1217;3;2.15;1.04
1370;Mohamed Lamine Bayo;GUI;FWMF;Lille;Ligue 1;2415;5;470;3;3.46;1.54
1371;Sam Lammers;NED;FW;Sampdoria;Serie A;256;6;481;0;1.89;0.19
1372;Sam Lammers;NED;FW;Empoli;Serie A;2514;10;883;1;2.86;0.71
1373;Tariq Lamptey;GHA;DF;Brighton;Premier League;2218;2;409;0;0.67;0
1374;Manuel Lanzini;ARG;MFFW;West Ham;Premier League;295;1;126;0;1.43;0
1375;Aymeric Laporte;ESP;DF;Manchester City;Premier League;285;4;376;0;1.67;0
1376;Julien Laporte;FRA;DF;Lorient;Ligue 1;2918;18;1540;0;0.35;0.12
1377;Cyle Larin;CAN;FW;Valladolid;La Liga;272;0;47;2;6;4
1378;Juan Larios;ESP;DF;Southampton;Premier League;195;2;152;0;0;0
1379;Yasser Larouci;ALG;DFFW;Troyes;Ligue 1;2219;13;1150;1;0.55;0.23
1380;Jordan Larsson;SWE;FWMF;Schalke 04;Bundesliga;2511;5;463;0;1.96;0
1381;Kevin Lasagna;ITA;FWMF;Hellas Verona;Serie A;3017;12;1116;1;3.15;0.65
1382;Jamaal Lascelles;ENG;DF;Newcastle Utd;Premier League;294;1;107;0;0.83;0
1383;Latasa;ESP;FWDF;Getafe;La Liga;2110;0;106;0;6.67;2.5
1384;Toni Lato;ESP;MFDF;Valencia;La Liga;2514;5;545;1;1.15;0.16
1385;Danny Latza;GER;MF;Schalke 04;Bundesliga;3312;4;441;0;1.63;0
1386;Armand Lauriente;FRA;FW;Sassuolo;Serie A;2415;15;1224;4;2.65;1.18
1387;Armand Lauriente;FRA;FW;Lorient;Ligue 1;243;3;266;1;4.67;1.67
1388;Rom�o Lavia;BEL;MF;Southampton;Premier League;1913;11;893;1;0.51;0.2
1389;L�zaro;BRA;MFFW;Almer�a;La Liga;209;2;255;1;1.07;0.36
1390;Valentino Lazaro;AUT;DF;Torino;Serie A;2615;13;1065;0;0.59;0.17
1391;Marko Lazeti?;SRB;FW;Milan;Serie A;191;0;9;0;10;0
1392;Darko Lazovi?;SRB;DFMF;Hellas Verona;Serie A;3217;16;1323;3;1.7;0.54
1393;Manuel Lazzari;ITA;DF;Lazio;Serie A;2918;15;1217;0;0.22;0.07
1394;Th�o Le Bris;FRA;MFDF;Lorient;Ligue 1;2016;11;956;2;0.85;0.38
1395;Julien Le Cardinal;FRA;DF;Lens;Ligue 1;253;1;81;0;5.56;2.22
1396;J�r�my Le Douaron;FRA;FWMF;Brest;Ligue 1;2417;10;952;5;2.83;1.13
1397;Enzo Le F�e;FRA;MF;Lorient;Ligue 1;2322;22;1928;4;1.36;0.75
1398;Vincent Le Goff;FRA;DF;Lorient;Ligue 1;3322;22;1980;0;0.45;0.23
1399;Maxime Le Marchand;FRA;DF;Strasbourg;Ligue 1;3318;15;1295;0;0.42;0
1400;Robin Le Normand;FRA;DF;Real Sociedad;La Liga;2617;15;1356;0;0.2;0.07
1401;Rafael Le�o;POR;FWMF;Milan;Serie A;2321;17;1524;8;3.55;0.95
1402;Paolo Lebas;POR;MF;Ajaccio;Ligue 1;191;0;55;0;0;0
1403;Benjamin Lecomte;FRA;GK;Espanyol;La Liga;3110;10;899;0;0;0
1404;Benjamin Lecomte;FRA;GK;Montpellier;Ligue 1;313;3;270;0;0;0
1405;Jerem�as Ledesma;ARG;GK;C�diz;La Liga;2921;21;1890;0;0;0
1406;Pierre Lees-Melou;FRA;MF;Brest;Ligue 1;2917;17;1417;3;1.59;0.45
1407;Diogo Leite;POR;DF;Union Berlin;Bundesliga;2417;17;1458;0;0.43;0
1408;Maxim Leitsch;GER;DF;Mainz 05;Bundesliga;249;7;663;0;0.27;0.14
1409;Florian Lejeune;FRA;DF;Rayo Vallecano;La Liga;3118;18;1488;3;1.52;0.67
1410;I�igo Lekue;ESP;DF;Athletic Club;La Liga;2916;12;1155;0;0.7;0.08
1411;Thomas Lemar;FRA;MF;Atl�tico Madrid;La Liga;2715;9;662;0;0.81;0.41
1412;F�lix Lemar�chal;CIV;MF;Brest;Ligue 1;191;0;2;0;0;0
1413;Dexter Lembikisa;JAM;DF;Wolves;Premier League;191;0;23;0;0;0
1414;Mario Lemina;GAB;MF;Wolves;Premier League;294;3;192;0;0.48;0
1415;Mario Lemina;GAB;MFDF;Nice;Ligue 1;2914;11;838;0;0.65;0.32
1416;Tim Lemperle;GER;FW;K�ln;Bundesliga;216;0;85;0;1.11;0
1417;Cl�ment Lenglet;FRA;DF;Tottenham;Premier League;2713;11;935;0;0.67;0
1418;Bernd Leno;GER;GK;Fulham;Premier League;3021;21;1890;0;0;0
1419;Christopher Lenz;GER;DF;Eint Frankfurt;Bundesliga;2812;5;613;0;1.03;0.29
1420;Sergio Le�n;ESP;FW;Valladolid;La Liga;3417;11;913;5;1.88;1.29
1421;Johann Lepenant;FRA;MF;Lyon;Ligue 1;2017;13;1201;1;1.13;0.08
1422;Mehdi L�ris;ALG;MFDF;Sampdoria;Serie A;2419;16;1355;0;0.99;0.4
1423;Jefferson Lerma;COL;MFDF;Bournemouth;Premier League;2822;22;1973;2;0.73;0.14
1424;Benjamin Leroy;FRA;GK;Ajaccio;Ligue 1;3320;20;1718;0;0;0
1425;L�o Leroy;FRA;MF;Montpellier;Ligue 1;2216;8;709;0;1.27;0.25
1426;Ruan Levine;BRA;MF;Ajaccio;Ligue 1;241;0;9;0;10;10
1427;Robert Lewandowski;POL;FW;Barcelona;La Liga;3417;16;1334;14;4.32;2.23
1428;Jamie Leweling;GER;FW;Union Berlin;Bundesliga;219;0;129;1;4.29;2.86
1429;Jamal Lewis;NIR;DF;Newcastle Utd;Premier League;251;0;8;0;0;0
1430;Rico Lewis;ENG;DFMF;Manchester City;Premier League;189;5;453;0;0.2;0.2
1431;Keane Lewis-Potter;ENG;FWMF;Brentford;Premier League;219;3;306;0;2.06;0.59
1432;Dimitri Li�nard;FRA;DFMF;Strasbourg;Ligue 1;3417;12;967;0;1.03;0.19
1433;Philipp Lienhart;AUT;DF;Freiburg;Bundesliga;2620;19;1741;1;0.52;0.1
1434;Matthijs de Ligt;NED;DF;Bayern Munich;Bundesliga;2317;14;1217;1;0.67;0.44
1435;Victor Lindel�f;SWE;DF;Manchester Utd;Premier League;288;4;452;0;0;0
1436;Jesper Lindstr�m;DEN;MFFW;Eint Frankfurt;Bundesliga;2218;16;1207;7;2.54;1.12
1437;Karol Linetty;POL;MF;Torino;Serie A;2821;14;1240;1;0.8;0.29
1438;Jesse Lingard;ENG;FWMF;Nott'ham Forest;Premier League;3014;11;861;0;1.04;0.21
1439;Pol Lirola;ESP;DF;Elche;La Liga;258;7;548;1;0.16;0.16
1440;Mateusz Lis;POL;GK;Troyes;Ligue 1;257;7;630;0;0;0
1441;Marcin Listkowski;POL;MFFW;Lecce;Serie A;255;0;77;0;1.11;0
1442;Dejan Ljubicic;AUT;MF;K�ln;Bundesliga;2513;9;768;3;2.12;0.71
1443;Javier Llabr�s;ESP;FW;Mallorca;La Liga;201;0;17;0;0;0
1444;Diego Llorente;ESP;DF;Leeds United;Premier League;298;7;649;0;0.83;0
1445;Diego Llorente;ESP;DF;Roma;Serie A;291;0;1;0;0;0
1446;Marcos Llorente;ESP;MFDF;Atl�tico Madrid;La Liga;2813;12;1016;1;1.06;0.18
1447;Hugo Lloris;FRA;GK;Tottenham;Premier League;3621;21;1890;0;0;0
1448;Giovani Lo Celso;ARG;MFFW;Villarreal;La Liga;268;8;521;1;2.24;0.52
1449;Stanislav Lobotka;SVK;MF;Napoli;Serie A;2821;19;1745;1;0.26;0.1
1450;Manuel Locatelli;ITA;MF;Juventus;Serie A;2518;17;1400;0;1.03;0.45
1451;Luka Lochoshvili;GEO;DF;Cremonese;Serie A;2414;14;1136;0;0.32;0.08
1452;Banzouzi Locko;FRA;DF;Reims;Ligue 1;2015;13;1059;0;0.42;0
1453;Renan Lodi;BRA;DF;Nott'ham Forest;Premier League;2414;13;1099;0;0.74;0
1454;Ruben Loftus-Cheek;ENG;MFDF;Chelsea;Premier League;2715;13;1032;0;0.78;0.17
1455;Sean Longstaff;ENG;MF;Newcastle Utd;Premier League;2522;18;1685;1;1.07;0.32
1456;Ademola Lookman;NGA;FWMF;Atalanta;Serie A;2521;16;1299;12;2.64;1.04
1457;Anthony Lopes;POR;GK;Lyon;Ligue 1;3219;19;1646;0;0;0
1458;Rony Lopes;POR;MFFW;Troyes;Ligue 1;2718;16;1239;4;2.68;0.87
1459;David L�pez;ESP;DF;Girona;La Liga;3311;11;932;2;0.77;0.48
1460;Diego L�pez;ESP;GK;Rayo Vallecano;La Liga;411;1;90;0;0;0
1461;Maxime Lopez;FRA;MF;Sassuolo;Serie A;2514;12;1120;0;0.48;0.16
1462;Pau L�pez;ESP;GK;Marseille;Ligue 1;2819;19;1710;0;0;0
1463;Unai L�pez;ESP;MF;Rayo Vallecano;La Liga;2719;9;794;1;1.82;0.8
1464;Dion Lopy;SEN;MF;Reims;Ligue 1;2117;9;725;0;0.74;0
1465;Anthony Losilla;FRA;MF;Bochum;Bundesliga;3620;20;1771;0;0.66;0.2
1466;Jordan Lotomba;SUI;DFMF;Nice;Ligue 1;2422;18;1638;0;0.38;0.16
1467;Matteo Lovato;ITA;DF;Salernitana;Serie A;227;4;377;0;0.24;0
1468;Dejan Lovren;CRO;DF;Lyon;Ligue 1;335;5;426;0;2.13;0.21
1469;Sandi Lovri?;SVN;MF;Udinese;Serie A;2420;12;1048;2;3.1;0.43
1470;Jamal Lowe;JAM;MFFW;Bournemouth;Premier League;282;0;12;0;0;0
1471;Anthony Lozano;HON;FW;C�diz;La Liga;2919;12;1139;0;1.73;0.47
1472;Hirving Lozano;MEX;FW;Napoli;Serie A;2720;11;981;3;2.75;0.92
1473;Pol Lozano;ESP;MF;Espanyol;La Liga;234;0;17;0;0;0
1474;Jean Lucas;BRA;MF;Monaco;Ligue 1;246;3;291;0;1.56;0.94
1475;Jhon Lucum�;COL;DF;Bologna;Serie A;2418;18;1550;0;0.35;0.12
1476;Jos� Luis Gay�;ESP;DF;Valencia;La Liga;2717;17;1483;1;0.79;0.36
1477;Jos� Luis Morales;ESP;FWMF;Villarreal;La Liga;3519;4;591;1;2.58;1.52
1478;Jos� Luis Palomino;ARG;DF;Atalanta;Serie A;336;5;392;1;0.68;0.45
1479;Douglas Luiz;BRA;MF;Aston Villa;Premier League;2420;16;1434;2;1.07;0.38
1480;Romelu Lukaku;BEL;FW;Inter;Serie A;299;4;395;1;2.05;0.91
1481;Castello Lukeba;FRA;DF;Lyon;Ligue 1;2019;18;1637;1;0.27;0.11
1482;Dodi Lukebakio;BEL;FWMF;Hertha BSC;Bundesliga;2518;18;1483;7;2.36;0.91
1483;Sa�a Luki?;SRB;MF;Fulham;Premier League;261;0;1;0;0;0
1484;Sa�a Luki?;SRB;MF;Torino;Serie A;2616;13;1195;2;1.13;0.23
1485;Andriy Lunin;UKR;GK;Real Madrid;La Liga;245;5;450;0;0;0
1486;Andrey Lunyov;RUS;GK;Leverkusen;Bundesliga;311;1;90;0;0;0
1487;Sebastiano Luperto;ITA;DF;Empoli;Serie A;2620;20;1714;1;0.32;0.16
1488;Lyanco;BRA;DF;Southampton;Premier League;2613;7;697;0;1.04;0.39
1489;Charalambos Lykogiannis;GRE;DF;Bologna;Serie A;2916;10;894;1;1.62;0.51
1490;Youssouf M'Changama;COM;MF;Auxerre;Ligue 1;3218;6;618;0;1.59;0.14
1491;Awer Mabil;AUS;MFFW;C�diz;La Liga;275;1;165;0;1.67;0.56
1492;Alexis Mac Allister;ARG;MF;Brighton;Premier League;2418;17;1547;5;2.03;0.76
1493;Deiver Machado;COL;DFMF;Lens;Ligue 1;2919;16;1379;1;0.65;0.2
1494;Darwin Mach�s;VEN;FW;Valladolid;La Liga;302;2;180;0;1.5;0.5
1495;James Maddison;ENG;MFFW;Leicester City;Premier League;2616;15;1273;9;3.19;1.06
1496;Noni Madueke;ENG;FW;Chelsea;Premier League;202;1;112;0;1.67;0.83
1497;Pablo Maffeo;ESP;DF;Mallorca;La Liga;2519;18;1560;1;0.58;0.12
1498;Lisandro Magall�n;ARG;DF;Elche;La Liga;293;1;123;0;0;0
1499;Soungoutou Magassa;MLI;MF;Monaco;Ligue 1;191;0;74;0;0;0
1500;Giulio Maggiore;ITA;MF;Salernitana;Serie A;2410;9;653;0;0.55;0
1501;Giangiacomo Magnani;ITA;DF;Hellas Verona;Serie A;279;4;426;0;0.85;0.21
1502;Hugo Magnetti;FRA;MF;Brest;Ligue 1;2418;10;955;0;1.04;0.38
1503;Yohann Magnin;FRA;MFDF;Clermont Foot;Ligue 1;2523;18;1661;0;0.54;0
1504;Harry Maguire;ENG;DF;Manchester Utd;Premier League;299;4;391;0;0.23;0
1505;Jon Magunacelaya;ESP;MFFW;Real Sociedad;La Liga;222;0;65;0;1.43;1.43
1506;Riyad Mahrez;ALG;FWMF;Manchester City;Premier League;3116;10;898;4;2.4;0.9
1507;Arne Maier;GER;MF;Augsburg;Bundesliga;2416;11;923;1;1.36;0.29
1508;Mike Maignan;FRA;GK;Milan;Serie A;277;7;630;0;0;0
1509;Linton Maina;GER;FWMF;K�ln;Bundesliga;2318;13;1101;2;1.89;0.66
1510;Ainsley Maitland-Niles;ENG;MFDF;Southampton;Premier League;2511;6;634;0;0;0
1511;Lovro Majer;CRO;MFFW;Rennes;Ligue 1;2517;9;801;1;1.8;0.34
1512;Jean-Victor Makengo;FRA;MF;Udinese;Serie A;2416;11;805;0;0.79;0
1513;Jean-Victor Makengo;FRA;MF;Lorient;Ligue 1;242;1;129;0;0.71;0
1514;B�ni Makouana;CGO;FWMF;Montpellier;Ligue 1;208;1;198;0;2.73;0.45
1515;Nemanja Maksimovi?;SRB;MF;Getafe;La Liga;2812;10;711;0;0.51;0.13
1516;Tyrell Malacia;NED;DF;Manchester Utd;Premier League;2313;9;845;0;0.32;0.11
1517;Lorenzo Malagrida;ITA;MF;Sampdoria;Serie A;191;0;10;0;10;10
1518;Daniel Maldini;ITA;FWMF;Spezia;Serie A;219;1;322;1;1.94;1.11
1519;Youssef Maleh;ITA;MF;Fiorentina;Serie A;247;4;297;0;2.12;0
1520;Youssef Maleh;ITA;MF;Lecce;Serie A;245;2;177;0;1.5;0
1521;Donyell Malen;NED;FW;Dortmund;Bundesliga;2413;11;821;0;2.64;1.32
1522;Ruslan Malinovskyi;UKR;MFFW;Atalanta;Serie A;2915;5;553;1;3.11;0.98
1523;Ruslan Malinovskyi;UKR;MFFW;Marseille;Ligue 1;296;4;365;1;3.41;0.73
1524;Hugo Mallo;ESP;DF;Celta Vigo;La Liga;3115;15;1203;0;0.9;0.3
1525;Mickael Malsa;MTQ;MF;Valladolid;La Liga;275;0;69;0;0;0
1526;Giorgi Mamardashvili;GEO;GK;Valencia;La Liga;2221;21;1890;0;0;0
1527;Hianga Mananga Mbock;FRA;MF;Brest;Ligue 1;232;0;15;0;0;0
1528;Gianluca Mancini;ITA;DF;Roma;Serie A;2622;22;1821;0;0.64;0.1
1529;Steve Mandanda;FRA;GK;Rennes;Ligue 1;3720;20;1755;0;0;0
1530;Reinildo Mandava;MOZ;DF;Atl�tico Madrid;La Liga;2919;19;1655;0;0.33;0
1531;A�ssa Mandi;ALG;DF;Villarreal;La Liga;319;5;441;0;0.2;0.2
1532;Rolando Mandragora;ITA;MF;Fiorentina;Serie A;2515;10;916;1;2.16;0.39
1533;Sadio Man�;SEN;FW;Bayern Munich;Bundesliga;3014;12;906;6;3.86;1.68
1534;Orel Mangala;BEL;MF;Nott'ham Forest;Premier League;2414;10;693;0;0.78;0.13
1535;Thomas Mangani;FRA;MF;Ajaccio;Ligue 1;3518;9;895;1;0.61;0
1536;Vito Mannone;ITA;GK;Lorient;Ligue 1;349;8;798;0;0;0
1537;Javier Manquillo;ESP;DF;Newcastle Utd;Premier League;281;0;11;0;0;0
1538;Myziane Maolida;FRA;FW;Reims;Ligue 1;231;0;19;0;0;0
1539;Myziane Maolida;FRA;FWMF;Hertha BSC;Bundesliga;233;1;95;0;0;0
1540;Faitout Maouassa;FRA;DFFW;Montpellier;Ligue 1;2420;14;1191;1;1.14;0.38
1541;Sekou Mara;FRA;FWMF;Southampton;Premier League;2014;3;327;0;3.89;0.56
1542;Maranh�o;BRA;FWMF;Valencia;La Liga;2615;3;428;1;3.54;0.42
1543;Marc�o;BRA;DF;Sevilla;La Liga;264;4;360;0;0;0
1544;Solly March;ENG;FWDF;Brighton;Premier League;2821;21;1807;5;2.34;0.9
1545;Agust�n Marches�n;ARG;GK;Celta Vigo;La Liga;3419;19;1710;0;0;0
1546;Vincent Marchetti;FRA;MF;Ajaccio;Ligue 1;2521;20;1655;0;1.41;0.38
1547;Riccardo Marchizza;ITA;DF;Sassuolo;Serie A;244;1;107;0;0;0
1548;Gian Marco Ferrari;ITA;DF;Sassuolo;Serie A;3019;17;1529;1;0.29;0.06
1549;Emiliano Marcondes;DEN;MF;Bournemouth;Premier League;271;0;9;0;0;0
1550;�scar de Marcos;ESP;DF;Athletic Club;La Liga;3321;19;1619;0;0.06;0
1551;Jos� Mari;ESP;MF;C�diz;La Liga;3512;2;323;0;0.56;0
1552;Pablo Mar�;ESP;DF;Monza;Serie A;2914;12;1138;1;0.4;0.16
1553;Jos� Mar�a Gim�nez;URU;DF;Atl�tico Madrid;La Liga;2812;11;1005;0;1.25;0.36
1554;Mariano;DOM;FW;Real Madrid;La Liga;295;0;44;0;6;0
1555;Pablo Mar�n;ESP;MFFW;Real Sociedad;La Liga;197;3;324;0;1.94;1.11
1556;R?zvan Marin;ROU;MF;Empoli;Serie A;2621;16;1503;2;1.26;0.42
1557;Guillermo Marip�n;CHI;DF;Monaco;Ligue 1;2818;17;1485;3;0.73;0.24
1558;Marlon;BRA;DF;Monza;Serie A;2717;13;1066;0;0.25;0.08
1559;Omar Marmoush;EGY;FW;Wolfsburg;Bundesliga;2419;8;790;3;2.95;1.02
1560;Marquinhos;BRA;MF;Arsenal;Premier League;191;0;1;0;0;0
1561;Marquinhos;BRA;DF;Paris S-G;Ligue 1;2822;20;1824;2;0.59;0.2
1562;Luca Marrone;ITA;DF;Monza;Serie A;322;2;135;0;0.67;0
1563;Eric Martel;GER;MF;K�ln;Bundesliga;2016;11;1023;0;1.05;0.26
1564;Roger Mart�;ESP;FW;Elche;La Liga;3212;8;655;0;0.82;0.27
1565;Roger Mart�;ESP;FW;C�diz;La Liga;323;2;157;0;0.59;0
1566;Anthony Martial;FRA;FW;Manchester Utd;Premier League;279;6;458;3;2.16;0.98
1567;Aar�n Mart�n;ESP;DF;Mainz 05;Bundesliga;2517;17;1421;3;0.82;0.25
1568;Ander Martin;ESP;MFFW;Real Sociedad;La Liga;223;0;41;0;0;0
1569;Andr�s Mart�n;ESP;FW;Rayo Vallecano;La Liga;234;2;133;0;1.33;1.33
1570;Iv�n Mart�n;ESP;MFFW;Girona;La Liga;239;6;555;2;1.29;0.48
1571;Jonas Martin;FRA;MF;Lille;Ligue 1;329;1;191;0;0.48;0
1572;Martinelli;BRA;FW;Arsenal;Premier League;2121;21;1726;7;2.71;0.94
1573;Arnau Martinez;ESP;DF;Girona;La Liga;1917;16;1351;2;1;0.13
1574;Emiliano Mart�nez;ARG;GK;Aston Villa;Premier League;3019;19;1654;0;0;0
1575;I�igo Mart�nez;ESP;DF;Athletic Club;La Liga;319;9;810;0;0.78;0.11
1576;Lautaro Mart�nez;ARG;FW;Inter;Serie A;2521;19;1675;12;3.92;1.51
1577;Lisandro Mart�nez;ARG;DF;Manchester Utd;Premier League;2520;18;1568;1;0.23;0.06
1578;Lucas Mart�nez Quarta;ARG;DF;Fiorentina;Serie A;2615;13;1181;1;1.22;0.61
1579;Roger Mart�nez;ESP;DF;Espanyol;La Liga;181;0;7;0;10;0
1580;Gelson Martins;POR;MFFW;Monaco;Ligue 1;2710;3;335;0;3.24;0.81
1581;Adam Maru�i?;MNE;DF;Lazio;Serie A;3022;21;1918;0;0.52;0.28
1582;Omar Mascarell;ESP;MF;Elche;La Liga;3018;18;1547;0;0.29;0.06
1583;Adam Masina;MAR;DF;Udinese;Serie A;294;4;304;1;0.29;0.29
1584;Jordi Masip;ESP;GK;Valladolid;La Liga;3415;15;1350;0;0;0
1585;Erhan Ma�ovi?;SRB;DFMF;Bochum;Bundesliga;2416;10;1039;2;0.35;0.26
1586;Han-Noah Massengo;FRA;MFDF;Auxerre;Ligue 1;212;1;107;0;0.83;0
1587;Yanis Massolin;FRA;MF;Clermont Foot;Ligue 1;204;0;48;0;0;0
1588;Jaime Mata;ESP;FW;Getafe;La Liga;346;0;42;0;2;0
1589;Pape Matar Sarr;SEN;MF;Tottenham;Premier League;204;1;137;0;0.67;0
1590;Eliot Matazo;BEL;MFFW;Monaco;Ligue 1;2011;6;536;0;0.17;0.17
1591;Jean-Philippe Mateta;FRA;FW;Crystal Palace;Premier League;2518;4;511;1;3.16;1.05
1592;Nemanja Mati?;SRB;MF;Roma;Serie A;3422;11;1223;1;0.59;0.22
1593;Jo�l Matip;CMR;DF;Liverpool;Premier League;319;7;642;0;0;0
1594;Henning Matriciani;GER;DF;Schalke 04;Bundesliga;2210;10;876;0;0.1;0
1595;Chrislain Matsima;FRA;DFMF;Lorient;Ligue 1;206;2;227;0;0.4;0
1596;Azor Matusiwa;NED;MF;Reims;Ligue 1;2416;15;1331;0;0.34;0.14
1597;Neal Maupay;FRA;FW;Everton;Premier League;2614;7;712;1;2.03;0.89
1598;A�man Maurer;MAR;MF;Clermont Foot;Ligue 1;182;2;146;0;1.25;1.25
1599;Stephy Mavididi;ENG;FW;Montpellier;Ligue 1;2412;11;796;2;2.05;0.91
1600;Konstantinos Mavropanos;GRE;DF;Stuttgart;Bundesliga;2517;16;1418;2;1.84;0.51
1601;Christian Mawissa;FRA;DF;Toulouse;Ligue 1;172;1;98;0;0;0
1602;Philipp Max;GER;DF;Eint Frankfurt;Bundesliga;291;1;68;0;1.25;0
1603;Eric Maxim Choupo-Moting;CMR;FW;Bayern Munich;Bundesliga;3314;10;837;7;2.47;1.08
1604;Lu�s Maximiano;POR;GK;Lazio;Serie A;241;1;5;0;0;0
1605;Fernand Mayembo;CGO;DF;Ajaccio;Ligue 1;278;6;541;0;0.67;0
1606;Borja Mayoral;ESP;FW;Getafe;La Liga;2520;20;1624;4;1.56;0.39
1607;Noussair Mazraoui;MAR;DF;Bayern Munich;Bundesliga;2511;6;556;0;0.65;0
1608;Pasquale Mazzocchi;ITA;DF;Salernitana;Serie A;2715;15;1199;2;0.83;0.23
1609;Kevin Mbabu;SUI;DFFW;Fulham;Premier League;276;1;144;0;0;0
1610;Kylian Mbapp�;FRA;FW;Paris S-G;Ligue 1;2419;17;1468;13;4.42;2.21
1611;Mamadou Mbaye;SEN;DF;C�diz;La Liga;247;6;537;0;0.17;0
1612;Chancel Mbemba;COD;DF;Marseille;Ligue 1;2823;22;1925;2;0.75;0.23
1613;Bryan Mbeumo;CMR;FW;Brentford;Premier League;2322;22;1657;5;1.96;0.92
1614;Jason Mbock;FRA;MFFW;Angers;Ligue 1;232;0;25;0;0;0
1615;Nathanael Mbuku;FRA;FWMF;Reims;Ligue 1;206;0;66;0;2.86;0
1616;John McGinn;SCO;MF;Aston Villa;Premier League;2817;14;1223;0;1.54;0.37
1617;Scott McKenna;SCO;DF;Nott'ham Forest;Premier League;2618;17;1462;0;0.12;0
1618;Weston McKennie;USA;MF;Leeds United;Premier League;242;1;123;0;0;0
1619;Weston McKennie;USA;MFDF;Juventus;Serie A;2415;13;1052;1;0.68;0.34
1620;Dwight McNeil;ENG;FWDF;Everton;Premier League;2319;11;981;2;1.19;0.18
1621;Scott McTominay;SCO;MF;Manchester Utd;Premier League;2615;7;753;0;0.83;0.36
1622;Gary Medel;CHI;MFDF;Bologna;Serie A;3517;16;1267;0;0.14;0
1623;Facundo Medina;ARG;DF;Lens;Ligue 1;2320;20;1700;1;0.42;0.11
1624;Ben Mee;ENG;DF;Brentford;Premier League;3321;21;1838;3;0.74;0.2
1625;Bamo Me�t�;CIV;DF;Lorient;Ligue 1;213;2;249;0;0.36;0
1626;Soualiho Me�t�;FRA;MF;Cremonese;Serie A;2815;14;1139;0;0.79;0.08
1627;Farid El Melali;ALG;FWDF;Angers;Ligue 1;259;5;400;0;1.36;0.23
1628;Gonzalo Melero;ESP;MF;Almer�a;La Liga;2915;14;1084;2;1.17;0.5
1629;Birger Meling;NOR;DF;Rennes;Ligue 1;2816;4;530;0;0;0
1630;Memphis;NED;FW;Barcelona;La Liga;282;2;114;1;4.62;2.31
1631;Memphis;NED;FW;Atl�tico Madrid;La Liga;282;0;22;0;5;0
1632;Houboulang Mendes;FRA;DF;Almer�a;La Liga;2411;8;694;0;0.13;0
1633;Nuno Mendes;POR;DFMF;Paris S-G;Ligue 1;2014;10;896;1;0.5;0.4
1634;Thiago Mendes;BRA;DFMF;Lyon;Ligue 1;3020;17;1483;0;0.61;0.12
1635;Brais M�ndez;ESP;MF;Real Sociedad;La Liga;2619;17;1451;7;2.36;0.93
1636;Diego M�ndez;ESP;MF;Rayo Vallecano;La Liga;191;0;1;0;0;0
1637;Antoine Mendy;FRA;DF;Nice;Ligue 1;186;2;170;0;2.63;1.05
1638;Arial Mendy;SEN;DF;Clermont Foot;Ligue 1;285;1;223;0;0.8;0
1639;Batista Mendy;FRA;MFDF;Angers;Ligue 1;2320;20;1622;0;0.33;0
1640;Edouard Mendy;SEN;GK;Chelsea;Premier League;309;8;765;0;0;0
1641;Ferland Mendy;FRA;DF;Real Madrid;La Liga;2714;14;1127;0;0.08;0
1642;Nampalys Mendy;SEN;MF;Leicester City;Premier League;3011;3;420;1;0.43;0.21
1643;Gideon Mensah;GHA;DF;Auxerre;Ligue 1;2413;13;1157;0;0.16;0.08
1644;Chris Mepham;WAL;DF;Bournemouth;Premier League;2518;17;1559;0;0.35;0.12
1645;Alex Meret;ITA;GK;Napoli;Serie A;2521;21;1890;0;0;0
1646;Mikel Merino;ESP;MF;Real Sociedad;La Liga;2616;15;1285;1;1.68;0.7
1647;Quentin Merlin;FRA;DF;Nantes;Ligue 1;2016;15;1265;0;0.85;0.21
