1050:616,47
1051:617,90
1052:497,83
1053:568,80
1054:618,13
1055:619,54
1056:620,32
1057:620,55
1058:621,72
1059:621,79
1060:503,87
1061:622,40
1062:623,84
1063:574,77
1064:511,43
1065:511,47
1066:624,62
1068:599,38
1069:625,42
1070:577,71
1071:626,80
1072:600,83
1073:523,52
1074:627,13
1075:421,36
1076:628,68
1077:421,77
1078:629,85
1079:594,70
1080:630,90
1081:631,7
1082:502,75
1083:502,89
1084:632,66
1085:633,46
1086:425,9
1087:498,45
1088:581,50
1089:634,43
1090:635,89
1091:636,9
1092:585,65
1093:637,45
1094:638,27
1095:573,53
1096:574,69
1097:639,21
1098:461,47
1099:640,24
1100:641,78
1102:642,28
1103:601,51
1104:586,74
1105:586,84
1106:643,69
1107:644,34
1108:421,90
1109:502,10
1110:594,45
1111:594,49
1112:611,85
1113:645,77
1114:646,90
1115:593,5
1117:647,38
1118:615,59
1119:648,60
1120:653,8
1121:654,30
1122:454,37
1123:655,40
1124:611,21
1125:611,25
1126:660,44
1127:658,80
1128:660,75
1129:661,78
1130:812,47
1131:663,88
1132:663,101
1133:653,78
1134:655,115
1135:665,25
1136:611,88
1137:666,58
1138:577,64
1139:668,76
1140:658,53
1141:581,63
1142:669,81
1143:671,25
1144:611,88
1145:611,102
1146:660,6
1147:577,11
1148:674,41
1149:677,85
1150:678,6
1151:655,51
1152:655,88
1153:680,11
1154:680,18
1155:681,58
1156:682,75
1157:684,6
1158:585,11
1159:684,40
1160:685,8
1161:686,90
1162:639,15
1163:604,74
1165:690,45
1166:691,90
1167:660,61
1168:692,90
1169:694,47
1170:577,43
1171:695,77
1172:698,5
1173:699,48
1174:700,57
1175:704,15
1176:704,41
1177:704,72
1178:704,75
1179:705,81
1180:706,46
1184:658,46
1185:655,23
1186:585,12
1187:709,20
1188:585,37
1189:553,52
1190:710,63
1191:712,67
1192:666,66
1193:666,70
1195:661,65
1196:714,90
1197:660,5
1198:660,55
1199:617,18
1200:716,44
1201:717,90
1202:719,45
1203:720,26
1204:722,21
1205:722,28
1206:723,8
1207:724,42
1208:724,65
1209:725,84
1210:658,39
1211:726,66
1212:581,73
1213:678,59
1214:678,81
1215:653,37
1216:704,4
1217:681,35
1218:728,16
1219:729,52
1220:730,65
1221:730,72
1222:731,52
1223:732,90
1224:621,2
1225:621,44
1226:734,60
1227:621,90
1228:585,48
1229:735,14
1230:736,21
1231:691,43
1232:671,55
1233:674,50
1234:737,86
1235:719,18
1236:739,31
1237:740,47
1238:741,8
1239:678,75
1240:742,44
1241:743,39
1242:744,11
1243:732,43
1244:663,15
1245:681,34
1246:663,89
1247:746,51
1248:735,55
1249:710,85
1250:747,90
1251:611,71
1252:750,81
1253:752,60
1254:753,80
1255:754,17
1256:722,67
1257:750,25
1258:756,65
1260:746,84
1261:619,78
1262:619,93
1263:754,65
1264:764,83
1265:722,81
1266:585,51
1267:752,85
1269:706,106
1270:706,108
1271:767,115
1272:769,12
1273:769,63
1274:770,76
1275:769,82
1276:771,55
1277:772,29
1278:773,38
1279:808,26
1280:775,90
1281:776,71
1282:777,11
1283:780,32
1284:781,75
1285:782,87
1286:784,88
1287:785,90
1288:787,5
1289:788,9
1290:788,46
1291:573,90
1292:789,22
1293:792,49
1294:793,63
1295:794,83
1296:754,9
1297:611,78
1298:795,62
1299:796,68
1300:798,20
1301:799,29
1302:800,52
1303:801,63
1304:803,15
1305:804,24
1306:805,47
1307:806,73
1308:807,43
1309:808,23
1310:808,61
1311:808,81
1312:810,86
1313:811,11
1316:684,35
1317:585,37
1318:812,47
1319:813,58
1320:684,75
1321:814,46
1325:706,76
1326:706,86
1327:796,88
1328:816,27
1329:817,79
1330:820,53
1331:821,64
1334:753,9
1335:822,73
1336:823,60
1337:769,26
1338:824,50
1339:769,78
1340:825,90
1341:812,28
1342:585,39
1343:812,64
1344:684,70
1345:826,55
1346:827,40
1347:827,63
1348:653,79
1349:767,50
1350:829,85
1351:831,41
1352:831,55
1353:740,67
1354:833,23
1355:834,56
1356:817,84
1357:835,74
1358:684,81
1359:837,27
1360:838,43
1361:839,104
1362:805,11
1363:840,73
1364:752,9
1365:684,90
1366:734,51
1367:734,63
1368:734,51
1369:734,55
1370:753,81
1371:843,85
1372:805,35
1373:827,17
1374:845,41
1375:753,31
1376:848,56
1377:753,72
1378:850,43
1379:850,57
1380:850,80
1381:896,33
1382:845,15
1383:852,57
1384:812,88
1385:855,55
1386:844,79
1387:919,30
1388:827,83
1389:858,34
1390:859,61
1391:860,27
1392:860,70
1393:804,56
1394:805,77
1395:861,102
1396:840,110
1400:865,15
1401:865,68
1402:866,70
1403:827,15
1404:855,42
1405:827,87
1406:868,50
1407:868,76
1408:869,30
1409:870,59
1410:872,54
1411:753,9
1412:753,14
1413:753,34
1414:874,79
1415:875,19
1416:875,27
1417:876,62
1418:834,3
1419:817,76
1420:878,62
1421:879,83
1422:880,17
1423:880,73
1425:883,58
1426:800,74
1427:852,29
1428:885,62
1429:886,84
1430:684,22
1431:888,50
1432:889,18
1433:891,59
1434:804,16
1435:840,21
1436:893,11
1437:894,41
1438:895,52
1439:893,67
1440:893,80
1441:896,88
1445:897,3
1446:898,85
1447:899,47
1448:850,2
1449:746,18
1450:901,2
1451:902,75
1452:734,34
1453:903,62
1454:904,53
1455:905,70
1456:906,11
1457:907,4
1458:888,84
1459:893,57
1460:908,45
1461:872,23
1462:909,39
1463:910,59
1464:911,6
1465:913,2
1466:914,4
1467:915,66
1468:916,80
1470:834,6
1471:917,18
1472:834,46
1473:918,73
1474:919,62
1475:838,79
1476:692,85
1477:880,43
1478:921,57
1479:922,69
1480:880,81
1481:923,83
1482:926,40
1483:927,44
1484:928,46
1485:929,13
1486:930,72
1487:921,22
1488:921,73
1489:784,17
1490:835,102
1491:932,108
1492:933,92
1493:934,98
1494:921,5
1495:921,25
1496:921,74
1497:919,12
1498:935,68
1499:934,33
1500:886,46
1501:886,68
1502:934,80
1503:939,75
1504:942,89
1505:943,11
1506:944,66
1507:945,75
1508:784,50
1509:932,75
1510:946,82
1511:948,50
1512:949,68
1513:950,27
1514:950,75
1515:952,48
1516:922,57
1517:953,67
1518:954,83
1519:839,39
1520:955,4
1521:955,26
1522:955,53
1523:985,66
1525:960,7
1526:960,31
1527:961,35
1528:962,73
1530:966,60
1531:967,61
1532:943,28
1533:943,31
1534:935,64
1535:944,70
1536:971,55
1537:972,58
1538:955,61
1539:973,68
1540:974,76
1541:975,83
1545:977,76
1546:978,27
1547:979,59
1548:980,84
1549:981,15
1550:982,86
1551:983,55
1552:984,67
1553:839,31
1554:845,43
1555:985,48
1556:986,89
1557:987,75
1558:988,60
1559:939,9
1560:835,9
1561:835,57
1562:835,66
1563:989,83
1564:990,90
1565:991,66
1566:992,10
1567:993,24
1568:883,48
1569:994,68
1570:995,18
1571:996,83
1572:943,33
1573:271,48
1574:997,63
1575:935,87
1576:998,18
1577:999,26
1578:734,28
1579:734,57
1580:1000,60
1581:1001,76
1582:983,22
1583:1002,57
1584:1003,1
1585:1003,67
1586:1004,83
1587:1005,24
1588:835,67
1589:1006,54
1590:1007,68
1591:1008,7
1592:1009,4
1593:1001,11
1594:1010,23
1595:1011,50
1596:1010,54
1597:1012,69
1598:1013,70
1599:1012,72
1600:1012,76
1601:1009,83
1602:1014,64
1609:1016,18
1610:1017,29
1611:1017,32
1612:1018,73
1613:1019,79
1614:1020,54
1615:1021,64
1622:919,75
1623:997,88
1624:1022,34
1625:908,62
1626:1024,38
1627:1024,105
1628:999,115
1629:1025,82
1630:1027,64
1631:1028,72
1632:1029,38
1633:1030,50
1634:1031,75
1635:984,66
1636:984,87
1637:835,19
1638:1034,68
1639:1027,12
1640:1036,57
1641:1036,63
1642:972,45
1643:1024,21
1644:1038,43
1645:1024,48
1646:1039,50
1647:1040,67
1648:1039,72
1652:1041,3
1653:1042,70
1654:1031,27
1655:1043,84
1656:1030,6
1657:1044,36
1658:1044,53
1659:1045,82
1660:1046,79
1661:1028,15
1662:1028,28
1663:943,73
1664:1024,16
1665:1024,71
1666:1050,2
1667:1051,79
1668:1052,41
1669:1051,36
1670:1051,39
1671:1016,44
1672:1054,68
1673:1044,71
1674:1054,47
1675:1099,34
1676:1056,22
1677:1057,37
1678:886,42
1679:1058,41
1680:955,43
1681:1060,56
1682:955,84
1683:1061,52
1684:1064,60
1685:921,34
1686:1065,36
1687:1066,60
1688:1042,15
1689:1067,30
1690:835,38
1691:1068,44
1692:835,73
1693:1068,89
1697:1039,73
1698:845,60
1699:1070,37
1700:1071,45
1701:983,9
1702:984,76
1703:1073,21
1704:1074,43
1705:1051,71
1706:1051,77
1707:981,14
1708:921,29
1709:1075,54
1710:1076,1
1711:1077,55
1712:1078,79
1713:1079,87
1714:1039,15
1715:999,83
1716:1080,10
1717:1083,43
1718:923,25
1719:972,76
1720:1083,76
1721:1085,50
1722:1086,65
1723:1040,20
1724:1089,14
1725:1091,29
1726:1092,85
1727:1093,27
1728:972,62
1729:1095,43
1730:1097,35
1731:1069,32
1732:1098,49
1733:1085,7
1734:1099,59
1735:1101,51
1736:1102,52
1737:1103,76
1738:1091,24
1739:1104,53
1740:923,39
1741:1083,82
1742:972,43
1743:1086,10
1744:1106,25
1745:1044,73
1746:1086,90
1747:1044,71
1748:1108,88
1749:1085,5
1750:1085,45
1751:926,38
1752:1060,44
1753:1110,85
1754:1091,46
1755:1104,74
1756:1091,77
1757:1113,15
1758:1040,18
1759:1114,55
1760:1113,68
1761:1115,63
1762:981,88
1763:1095,81
1764:1098,12
1765:1069,66
1766:1121,79
1767:972,17
1768:1060,18
1769:926,30
1770:1122,31
1771:926,34
1772:926,50
1773:972,87
1780:1123,75
1781:1124,87
1782:1101,12
1783:1125,34
1784:1083,53
1785:1126,8
1786:1127,14
1787:1093,18
1788:1128,22
1789:1126,30
1790:1129,35
1791:1130,61
1792:1131,65
1793:1126,81
1800:1132,69
1801:1133,55
1802:1044,7
1803:1044,86
1804:1135,52
1805:1066,66
1806:1136,79
1807:1115,46
1808:972,7
1809:926,8
1810:972,62
1811:1137,60
1812:1138,66
1813:1139,26
1814:981,34
1815:1141,18
1816:1142,66
1817:1098,71
1818:1143,86
1819:1144,37
1820:1144,8
1821:1147,98
1822:1148,104
1823:1135,111
1824:1149,90
1825:1083,94
1826:1083,110
1833:1150,44
1834:1098,76
1835:1069,89
1836:1151,19
1837:1069,11
1838:1152,15
1839:1152,52
1840:1098,75
1841:1153,28
1842:1051,70
1846:1148,63
1847:1135,70
1848:1148,76
1849:1155,13
1850:1158,68
1851:1159,82
1852:1083,108
1853:1160,31
1854:1161,49
1855:1166,40
1856:1167,61
1857:1083,19
1858:1083,26
1859:1083,39
1860:1051,44
1861:1141,19
1862:1098,22
1863:1141,67
1864:1170,34
1865:1171,84
1866:1173,51
1867:1173,74
1868:1174,45
1869:1174,46
1870:1175,58
1871:1176,83
1872:1178,20
1873:1083,27
1874:1159,70
1875:1083,88
1876:1179,12
1877:1180,89
1881:1182,53
1882:1183,56
1883:1185,52
1884:1186,5
1885:1173,14
1886:1187,57
1887:1173,63
1888:1188,76
1889:1189,86
1890:1051,65
1891:1190,67
1892:1051,75
1893:1191,12
1894:1191,54
1895:1189,79
1896:1069,24
1897:1141,59
1898:1098,61
1899:1098,83
1900:1186,11
1901:1159,56
1902:1083,80
1903:1192,21
1904:1153,50
1905:1194,55
1906:1051,73
1907:1195,13
1908:1123,49
1909:1197,23
1910:1198,50
1911:1199,18
1912:1161,78
1913:1199,101
1914:1199,120
1915:1200,12
1916:1201,89
1920:1204,89
1921:1205,43
1922:1206,30
1923:1206,80
1924:1209,82
1925:1200,43
1926:1158,67
1927:1207,88
1928:1209,27
1929:1209,56
1930:1210,80
1931:1211,1
1932:1212,22
1933:1213,25
1937:1216,5
1938:1207,46
1939:1217,57
1940:1200,11
1941:1158,70
1942:1159,75
1943:1200,83
1944:1220,38
1945:1220,75
1946:1221,45
1947:1217,54
1948:1222,15
1949:1224,38
1950:1159,84
1951:1225,22
1952:1207,28
1953:1207,85
1954:1227,32
1955:1229,53
1956:1230,81
1957:1232,15
1958:1209,27
1959:1209,85
1960:1233,73
1961:1209,38
1962:1204,81
1963:1206,37
1964:1220,75
1965:1237,57
1966:1238,75
1967:1239,28
1968:1240,26
1969:1241,31
1971:1217,2
1972:1243,64
1973:1152,14
1974:1221,73
1975:1211,88
1976:1227,26
1977:1229,65
1978:1229,79
1979:1072,71
1980:1244,62
1981:1245,48
1982:1246,8
1983:1247,88
1984:1210,2
1985:1210,67
1986:1204,90
1987:1217,60
1988:1141,15
1989:1248,63
1990:1205,31
1991:1249,33
1992:1205,88
1993:1251,15
1994:1200,20
1995:1158,39
1996:1158,52
1997:1254,17
1998:1255,69
1999:1256,78
2000:1257,15
2001:1248,9
2002:1248,32
2003:1256,47
2004:1256,78
2005:1260,42
2006:1261,48
2007:1262,80
2008:1263,69
2009:1262,84
2010:1266,11
2011:1267,29
2012:1216,26
2013:1248,31
2014:1256,53
2015:1248,59
2016:1269,38
2017:1274,12
2018:1275,29
2019:1276,1
2021:1279,2
2022:1280,65
2023:1280,67
2024:1282,20
2025:1263,25
2026:1282,61
2027:1283,82
2028:1263,87
2029:1284,38
2030:1285,89
2031:1286,54
2032:1254,72
2033:1254,86
2034:1289,35
2035:1285,8
2036:1216,10
2037:1285,11
2038:1290,56
2039:1291,21
2040:1292,68
2041:1293,72
2042:1294,76
2049:1297,1
2050:1297,6
2051:1298,8
2052:1299,12
2053:1297,53
2054:1298,70
2055:1300,64
2062:1301,45
2063:1159,59
2064:1302,73
2065:1304,73
2066:1260,87
2067:1206,42
2068:1306,67
2069:1307,81
2071:1282,29
2072:1263,49
2073:1308,19
2075:1298,17
2076:1297,71
2078:1285,51
2079:1290,83
2080:1266,44
2081:1304,51
2082:1266,55
2083:1310,6
2084:1151,56
2085:1286,75
2087:1312,56
2088:1141,73
2089:1256,9
2090:1256,32
2091:1141,55
2092:1312,68
2093:1141,90
2094:1314,4
2095:1315,80
2102:1317,16
2103:1317,36
2104:1318,50
2105:1317,78
2106:1317,89
2107:1319,18
2108:1320,52
2109:1321,84
2116:1322,32
2117:1323,81
2118:1324,88
2119:1321,24
2120:1256,2
2121:1326,39
2122:1141,52
2123:1141,64
2124:1141,75
2125:1317,9
2126:1327,83
2133:1329,44
2134:1317,55
2135:1317,63
2136:1327,68
2137:1324,49
2138:1315,88
2139:1333,44
2140:1333,99
2141:1334,19
2142:1336,55
2143:1337,76
2144:1298,33
2145:1341,20
2146:1342,49
2147:1343,80
2148:1344,12
2149:1345,29
2150:1346,73
2154:1320,20
2155:1159,79
2156:1333,19
2157:1333,60
2158:1348,8
2159:1334,17
2160:1334,40
2161:1349,69
2162:1350,82
2163:1350,89
2167:1352,56
2168:1353,73
2169:1354,16
2170:1355,70
2171:1256,3
2172:1256,77
2173:1298,19
2174:1298,46
2175:1357,54
2176:1358,69
2177:1360,22
2178:1317,44
2179:1361,66
2180:1324,34
2181:1324,55
2182:1298,77
2183:1362,15
2184:1285,63
2185:1321,59
2186:1320,70
2187:1334,43
2188:1348,24
2189:1363,55
2190:1364,59
2191:1333,3
2192:1381,38
2193:1366,16
2194:1345,63
2195:1345,88
2196:1317,4
2197:1317,85
2198:1342,4
2199:1368,45
2200:1341,73
2201:1369,24
2202:1370,76
2203:1371,89
2204:1336,32
2205:1315,17
2206:1315,64
2207:1314,57
2208:1372,5
2209:1373,27
2210:1366,6
2211:1374,49
2212:1375,38
2213:1376,49
2214:1375,89
2215:1377,13
2216:1378,55
2217:1353,66
2218:1404,85
2219:1317,24
2220:1317,30
2221:1327,52
2222:1329,61
2223:1317,67
2224:1360,70
2225:1379,83
2226:1380,20
2227:1343,50
2234:1381,2
2235:1320,32
2236:1159,40
2237:1320,79
2238:1384,10
2239:1320,18
2240:1320,84
2241:1385,6
2242:1386,8
2243:1389,79
2244:1390,22
2245:1386,12
2246:1391,47
2247:1392,109
2248:1392,116
2249:1390,75
2250:1390,86
2254:1321,31
2255:1384,47
2256:1393,61
2257:1393,89
2258:1394,51
2259:1391,4
2260:1392,7
2261:1392,88
2262:1397,65
2263:1441,60
2264:1399,5
2265:1400,39
2266:1401,46
2267:1402,78
2268:1403,16
2269:1404,67
2273:1406,16
2274:1407,17
2275:1407,19
2276:1406,39
2277:1407,60
2278:1408,25
2279:1355,26
2280:1408,27
2281:1389,32
2282:1355,34
2283:1408,53
2284:1394,76
2291:1393,7
2292:1321,12
2293:1384,30
2294:1384,60
