Rk;Player;Nation;Pos;Squad;Comp;AgeMP;Starts;Min;Goals;Shots;SoT
1725;Jason Mbock;FRA;FW;Angers;Ligue 1;221;0;17;0;0;0
1726;Jordi Mboula;ESP;FW;Mallorca;La Liga;2311;5;434;0;1.04;0
1727;Moustapha Mbow;SEN;DF;Reims;Ligue 1;221;1;90;0;0;0
1728;Nathanael Mbuku;FRA;FWMF;Reims;Ligue 1;2031;18;1418;0.13;2.09;0.82
1729;James McArthur;SCO;MF;Crystal Palace;Premier League;3421;15;1439;0;0.56;0.19
1730;James Mcatee;ENG;MFFW;Manchester City;Premier League;192;0;20;0;5;0
1731;Kasey McAteer;ENG;FW;Leicester City;Premier League;201;0;3;0;0;0
1732;Liam McCarron;SCO;FW;Leeds United;Premier League;211;0;10;0;0;0
1733;Alex McCarthy;ENG;GK;Southampton;Premier League;3217;17;1530;0;0;0
1734;John McGinn;SCO;MF;Aston Villa;Premier League;2735;35;3090;0.09;1.25;0.44
1735;Weston McKennie;USA;MF;Juventus;Serie A;2321;15;1369;0.2;1.51;0.33
1736;Stuart McKinstry;SCO;MF;Leeds United;Premier League;191;0;4;0;0;0
1737;Kenny McLean;SCO;MF;Norwich City;Premier League;3031;29;2706;0.03;1.13;0.2
1738;Dwight McNeil;ENG;MF;Burnley;Premier League;2238;35;3107;0;1.51;0.43
1739;Scott McTominay;SCO;MF;Manchester Utd;Premier League;2530;28;2387;0.04;1.02;0.26
1740;Gary Medel;CHI;DF;Bologna;Serie A;3433;32;2823;0;0.06;0
1741;Facundo Medina;ARG;DF;Lens;Ligue 1;2331;30;2593;0.03;0.31;0.07
1742;Nathan de Medina;BEL;DF;Arminia;Bundesliga;2419;7;775;0;0.58;0.12
1743;Ben Mee;ENG;DF;Burnley;Premier League;3221;21;1839;0.15;0.88;0.2
1744;Admir Mehmedi;SUI;MF;Wolfsburg;Bundesliga;311;0;4;0;0;0
1745;Hannibal Mejbri;TUN;FW;Manchester Utd;Premier League;192;1;68;0;1.25;1.25
1746;Farid El Melali;ALG;FW;Angers;Ligue 1;242;0;14;0;5;0
1747;Filippo Melegoni;ITA;FWMF;Genoa;Serie A;2325;10;980;0.09;1.19;0.64
1748;�scar Melendo;ESP;MFFW;Espanyol;La Liga;2421;14;990;0;0.73;0
1749;Gonzalo Melero;ESP;MF;Levante;La Liga;2829;20;1692;0.37;1.06;0.48
1750;Birger Meling;NOR;DF;Rennes;Ligue 1;2731;20;1829;0;0.15;0.05
1751;Arthur Melo;BRA;MF;Juventus;Serie A;2520;11;962;0;0.19;0
1752;Houboulang Mendes;FRA;DF;Lorient;Ligue 1;2436;36;3220;0;0.59;0.14
1753;Nuno Mendes;POR;DF;Paris S-G;Ligue 1;1927;18;1658;0;0.38;0.05
1754;Pedro Mendes;POR;DF;Montpellier;Ligue 1;311;0;16;0;0;0
1755;Thiago Mendes;BRA;MFDF;Lyon;Ligue 1;3029;21;1863;0.1;0.77;0.19
1756;Tom�s Mendes;ESP;MF;Alav�s;La Liga;171;0;9;0;0;0
1757;Brais M�ndez;ESP;MF;Celta Vigo;La Liga;2537;36;3021;0.12;1.67;0.48
1758;�dgar M�ndez;ESP;FWMF;Alav�s;La Liga;3232;17;1614;0.06;1.45;0.45
1759;Arial Mendy;SEN;DFFW;Clermont Foot;Ligue 1;2718;9;792;0;1.14;0.34
1760;Batista Mendy;FRA;MFDF;Angers;Ligue 1;2234;27;2413;0.04;0.52;0.22
1761;Benjamin Mendy;FRA;DF;Manchester City;Premier League;271;1;78;0;0;0
1762;Edouard Mendy;SEN;GK;Chelsea;Premier League;3034;34;3060;0;0;0
1763;Ferland Mendy;FRA;DF;Real Madrid;La Liga;2622;20;1734;0.1;0.62;0.31
1764;Nampalys Mendy;SEN;MF;Leicester City;Premier League;2914;12;1032;0;0.09;0.09
1765;Gideon Mensah;GHA;DF;Bordeaux;Ligue 1;2323;13;1208;0;0.15;0
1766;Jorge Mer�;ESP;DF;K�ln;Bundesliga;258;5;490;0;0;0
1767;Alex Meret;ITA;GK;Napoli;Serie A;257;7;619;0;0;0
1768;Fran M�rida;ESP;MF;Espanyol;La Liga;3210;3;266;0;1.33;0
1769;Mikel Merino;ESP;MF;Real Sociedad;La Liga;2534;33;2890;0.09;1.37;0.47
1770;Quentin Merlin;FRA;DF;Nantes;Ligue 1;2028;21;1926;0.09;0.51;0.19
1771;Mart�n Merquelanz;ESP;FW;Rayo Vallecano;La Liga;264;3;173;0;1.05;0
1772;Y�ld�r�m Mert �etin;TUR;DF;Hellas Verona;Serie A;252;0;46;0;0;0
1773;Dries Mertens;BEL;FWMF;Napoli;Serie A;3530;16;1384;0.71;2.86;1.23
1774;Illan Meslier;FRA;GK;Leeds United;Premier League;2238;38;3384;0;0;0
1775;Lionel Messi;ARG;FWMF;Paris S-G;Ligue 1;3426;24;2153;0.25;3.72;1.17
1776;Junior Messias;BRA;FWMF;Milan;Serie A;3126;14;1428;0.31;2.77;1.07
1777;Thomas Meunier;BEL;DF;Dortmund;Bundesliga;3017;17;1402;0.13;1.22;0.38
1778;Mexer;MOZ;DF;Bordeaux;Ligue 1;3316;14;1227;0.07;0.37;0.07
1779;Marco Meyerh�fer;GER;DF;Greuther F�rth;Bundesliga;2626;25;2280;0.04;0.4;0.08
1780;Matt Miazga;USA;DF;Alav�s;La Liga;2611;9;833;0;0.75;0.32
1781;Kingsley Michael;NGA;MF;Bologna;Serie A;222;1;76;0;1.25;1.25
1782;Sven Michel;GER;FW;Union Berlin;Bundesliga;3113;2;338;0.79;2.37;0.79
1783;Edouard Michut;FRA;MF;Paris S-G;Ligue 1;195;0;70;0;0;0
1784;Miguel;ESP;FWMF;Alav�s;La Liga;2222;10;829;0.11;2.39;0.43
1785;Valentin Mihaila;ROU;FWMF;Atalanta;Serie A;225;0;76;0;1.25;1.25
1786;Mikael;BRA;FWMF;Salernitana;Serie A;237;0;87;0;3;0
1787;Hilmir Mikaelsson;ISL;FW;Venezia;Serie A;181;0;18;0;0;0
1788;Georges Mikautadze;GEO;FW;Metz;Ligue 1;211;0;1;0;2;0
1789;William Mikelbrencis;FRA;DF;Metz;Ligue 1;189;8;610;0;0.88;0.15
1790;Nikola Milenkovi?;SRB;DF;Fiorentina;Serie A;2434;34;2926;0.03;0.71;0.28
1791;Arkadiusz Milik;POL;FW;Marseille;Ligue 1;2823;15;1416;0.45;3.38;1.21
1792;Sergej Milinkovi?-Savi?;SRB;MF;Lazio;Serie A;2737;36;3100;0.32;2.18;0.9
1793;Vanja Milinkovi?-Savi?;SRB;GK;Torino;Serie A;2527;27;2430;0;0.04;0
1794;�der Milit�o;BRA;DF;Real Madrid;La Liga;2434;34;3031;0.03;0.95;0.24
1795;Luka Milivojevi?;SRB;MF;Crystal Palace;Premier League;3115;9;774;0;0.93;0
1796;Luis Milla;ESP;MF;Granada;La Liga;2733;32;2693;0.1;0.64;0.1
1797;Pere Milla;ESP;FWMF;Elche;La Liga;2932;17;1644;0.44;1.58;0.77
1798;Enzo Millot;FRA;MF;Stuttgart;Bundesliga;196;0;53;0;0;0
1799;James Milner;ENG;MFDF;Liverpool;Premier League;3624;9;853;0;1.05;0.21
1800;Santi Mina;ESP;FW;Celta Vigo;La Liga;2633;30;2367;0.27;2.24;0.8
1801;Yerry Mina;COL;DF;Everton;Premier League;2713;11;846;0;0.64;0.11
1802;Takumi Minamino;JPN;FWMF;Liverpool;Premier League;2711;1;186;1.43;3.33;1.9
1803;Tyrone Mings;ENG;DF;Aston Villa;Premier League;2936;35;3189;0.03;0.59;0.14
1804;�scar Mingueza;ESP;DF;Barcelona;La Liga;2319;9;894;0;0.2;0.1
1805;Rafa Mir;ESP;FW;Sevilla;La Liga;2434;18;1808;0.5;3.03;1.09
1806;Jorge Miram�n;ESP;DF;Levante;La Liga;3229;22;1977;0.05;0.32;0.09
1807;Aleksei Miranchuk;RUS;MFFW;Atalanta;Serie A;2619;7;772;0.23;1.63;0.47
1808;Juan Miranda;ESP;DF;Betis;La Liga;2213;9;783;0;0.69;0.23
1809;Fabio Miretti;ITA;MF;Juventus;Serie A;186;4;321;0;0.56;0
1810;Tyrick Mitchell;ENG;DF;Crystal Palace;Premier League;2236;35;3101;0;0.14;0.03
1811;Stefan Mitrovi?;SRB;DF;Getafe;La Liga;3232;31;2667;0.03;0.17;0.03
1812;Maximilian Mittelst�dt;GER;DFFW;Hertha BSC;Bundesliga;2524;16;1493;0;0.6;0
1813;Henrikh Mkhitaryan;ARM;MFFW;Roma;Serie A;3331;29;2495;0.18;1.99;0.54
1814;Jakub Moder;POL;MFFW;Brighton;Premier League;2328;19;1701;0;1.48;0.32
1815;Anthony Modeste;FRA;FW;K�ln;Bundesliga;3432;31;2606;0.69;3.69;1.48
1816;Marco Modolo;ITA;DF;Venezia;Serie A;336;4;392;0;0.23;0.23
1817;Luka Modri?;CRO;MF;Real Madrid;La Liga;3628;25;2032;0.09;1.19;0.44
1818;Terem Moffi;NGA;FW;Lorient;Ligue 1;2337;34;2711;0.27;1.93;0.66
1819;Kevin M�hwald;GER;MF;Union Berlin;Bundesliga;2816;3;354;0;2.56;0.51
1820;Dion Moise Sahi;CIV;FWMF;Strasbourg;Ligue 1;208;0;128;0;3.57;1.43
1821;Johan Mojica;COL;DF;Elche;La Liga;2933;32;2855;0.06;0.5;0.13
1822;Clinton Mola;ENG;DF;Stuttgart;Bundesliga;213;1;113;0;0;0
1823;Jorge Molina;ESP;FW;Granada;La Liga;4035;19;1966;0.46;2.06;1.01
1824;Nahuel Molina;ARG;DF;Udinese;Serie A;2435;31;2638;0.24;1.54;0.55
1825;Cristian Molinaro;ITA;DF;Venezia;Serie A;388;6;548;0;0;0
1826;Florent Mollet;FRA;FWMF;Montpellier;Ligue 1;3035;32;2630;0.21;1.88;0.58
1827;Jon Moncayola;ESP;MF;Osasuna;La Liga;2436;33;2915;0.06;1.27;0.37
1828;Monchu;ESP;MF;Granada;La Liga;2214;7;668;0;1.08;0.14
1829;Thomas Monconduit;FRA;MF;Lorient;Ligue 1;3134;26;2248;0.12;1.44;0.48
1830;Gonzalo Montiel;ARG;DF;Sevilla;La Liga;2518;15;1066;0.08;0.42;0.08
1831;Lorenzo Montip�;ITA;GK;Hellas Verona;Serie A;2634;34;3060;0;0;0
1832;�ngel Montoro;ESP;MF;Granada;La Liga;3324;13;1331;0.07;1.49;0.27
1833;Mart�n Montoya;ESP;DF;Betis;La Liga;316;6;518;0;0.86;0.34
1834;Wesley Moraes;BRA;FW;Aston Villa;Premier League;251;0;1;0;0;0
1835;�lvaro Morata;ESP;FW;Juventus;Serie A;2935;26;2302;0.35;2.34;0.9
1836;Jan Mor�vek;CZE;MF;Augsburg;Bundesliga;3217;5;471;0;0.38;0
1837;Jon Morcillo;ESP;MF;Athletic Club;La Liga;237;0;54;0;1.67;0
1838;J�r�my Morel;MAD;DF;Lorient;Ligue 1;389;6;604;0;0.15;0
1839;Alberto Moreno;ESP;MFDF;Villarreal;La Liga;2924;13;1223;0.22;1.62;0.74
1840;�lex Moreno;ESP;DF;Betis;La Liga;2830;28;2404;0.19;1.01;0.3
1841;Gerard Moreno;ESP;FW;Villarreal;La Liga;3017;14;1191;0.68;2.73;0.98
1842;Tete Morente;ESP;MFFW;Elche;La Liga;2532;18;1632;0.17;1.6;0.44
1843;Ilaix Moriba;GUI;MF;RB Leipzig;Bundesliga;192;0;32;0;2.5;2.5
1844;Ilaix Moriba;GUI;MF;Valencia;La Liga;1914;9;818;0;1.65;0.55
1845;Manu Morlanes;ESP;MF;Espanyol;La Liga;2327;11;1144;0.16;0.63;0.16
1846;Ra�l Moro;ESP;FW;Lazio;Serie A;1911;1;201;0;0.91;0.45
1847;Loren Mor�n;ESP;FWMF;Espanyol;La Liga;2821;4;563;0.16;1.59;0.32
1848;Loren Mor�n;ESP;FW;Betis;La Liga;281;0;4;0;0;0
1849;Tyler Morton;ENG;MF;Liverpool;Premier League;192;1;66;0;0;0
1850;Cristhian Mosquera;COL;DF;Valencia;La Liga;176;3;212;0;0.42;0
1851;Lebo Mothiba;RSA;FWMF;Troyes;Ligue 1;2613;5;522;0.34;0.86;0.34
1852;Lebo Mothiba;RSA;FW;Strasbourg;Ligue 1;261;0;1;0;0;0
1853;Andrei Motoc;ROU;DF;Salernitana;Serie A;201;1;90;0;1;0
1854;Baptiste Mouazan;FRA;MF;Lorient;Ligue 1;203;1;96;0;0.91;0
1855;Aimen Moueffek;FRA;MF;Saint-�tienne;Ligue 1;2114;4;432;0;0.83;0.21
1856;Youssoufa Moukoko;GER;FW;Dortmund;Bundesliga;1716;1;223;0.8;3.2;1.2
1857;Harold Moukoudi;CMR;DF;Saint-�tienne;Ligue 1;2424;17;1661;0;0.38;0
1858;Jessy Moulin;FRA;GK;Troyes;Ligue 1;367;7;630;0;0;0
1859;Steve Mouni�;BEN;FW;Brest;Ligue 1;2735;25;2312;0.35;2.8;0.93
1860;Mason Mount;ENG;MFFW;Chelsea;Premier League;2332;27;2363;0.42;2.85;1.03
1861;Lucas Moura;BRA;FWMF;Tottenham;Premier League;2934;19;1775;0.1;1.93;0.56
1862;Lys Mousset;FRA;FWMF;Salernitana;Serie A;266;2;160;0;1.11;0.56
1863;Jo�o Moutinho;POR;MF;Wolves;Premier League;3535;34;2970;0.06;0.61;0.21
1864;Samuel Moutoussamy;COD;MF;Nantes;Ligue 1;2530;16;1509;0;0.83;0.36
1865;Toni Moya;ESP;MF;Alav�s;La Liga;2428;17;1386;0;0.78;0.13
1866;Samuel Mr�z;SVK;FW;Spezia;Serie A;252;0;54;0;1.67;0
1867;Nordi Mukiele;FRA;DF;RB Leipzig;Bundesliga;2428;21;1842;0.05;1.07;0.34
1868;Mert M�ld�r;TUR;DF;Sassuolo;Serie A;2331;24;2046;0;0.4;0.18
1869;Florian M�ller;GER;GK;Stuttgart;Bundesliga;2430;30;2700;0;0;0
1870;Thomas M�ller;GER;MF;Bayern Munich;Bundesliga;3232;32;2558;0.28;1.94;0.85
1871;Bali Mumba;ENG;DF;Norwich City;Premier League;201;0;45;0;0;0
1872;Marshall Munetsi;ZIM;MFDF;Reims;Ligue 1;2524;20;1885;0.24;1.53;0.62
1873;Iker Muniain;ESP;MF;Athletic Club;La Liga;2935;34;2785;0.13;1.23;0.52
1874;Aihen Mu�oz;ESP;DF;Real Sociedad;La Liga;2420;15;1342;0;0.47;0
1875;Luis Muriel;COL;FW;Atalanta;Serie A;3127;17;1539;0.53;3.22;0.94
1876;Jeison Murillo;COL;DF;Celta Vigo;La Liga;3019;12;1117;0;0.56;0.08
1877;Vedat Muriqi;KVX;FW;Lazio;Serie A;2811;1;215;0;1.67;0.83
1878;Vedat Muriqi;KVX;FW;Mallorca;La Liga;2816;16;1438;0.31;3.06;0.94
1879;Jacob Murphy;ENG;FWDF;Newcastle Utd;Premier League;2733;13;1473;0.06;1.71;0.37
1880;Nicola Murru;ITA;DF;Sampdoria;Serie A;2722;13;983;0.09;0.28;0.09
1881;Yunus Musah;USA;MFFW;Valencia;La Liga;1929;13;1259;0.07;0.5;0.14
1882;Torben M�sel;GER;MF;M'Gladbach;Bundesliga;221;0;5;0;0;0
1883;Jamal Musiala;GER;MFFW;Bayern Munich;Bundesliga;1930;12;1465;0.31;2.64;0.98
1884;Juan Musso;ARG;GK;Atalanta;Serie A;2833;33;2932;0;0;0
1885;Shkodran Mustafi;GER;DF;Levante;La Liga;3011;8;658;0.14;0.55;0.27
1886;Junior Mwanga;FRA;DF;Bordeaux;Ligue 1;191;1;90;0;0;0
1887;Enock Mwepu;ZAM;MFFW;Brighton;Premier League;2418;12;996;0.18;1.71;0.72
1888;Vitaliy Mykolenko;UKR;DF;Everton;Premier League;2313;12;1055;0.09;0.68;0.17
1889;Joakim M�hle;DEN;DF;Atalanta;Serie A;2526;15;1471;0.06;1.29;0.25
1890;Obite N'Dicka;FRA;DF;Eint Frankfurt;Bundesliga;2232;32;2857;0.13;0.85;0.16
1891;K�vin N'Doram;FRA;MF;Metz;Ligue 1;2619;16;1235;0;0.51;0.07
1892;Eric N'Jo;FRA;DF;Troyes;Ligue 1;172;0;98;0;0;0
1893;Vital N'Simba;COD;DF;Clermont Foot;Ligue 1;2834;31;2789;0.03;0.61;0.13
1894;Nacho;ESP;DF;Real Madrid;La Liga;3228;17;1555;0.17;0.58;0.17
1895;Mickael Nade;FRA;DF;Saint-�tienne;Ligue 1;2330;29;2563;0.04;0.25;0.04
1896;Marvelous Nakamba;ZIM;MF;Aston Villa;Premier League;2816;10;904;0;0;0
1897;Nahitan N�ndez;URU;MFDF;Cagliari;Serie A;2621;16;1523;0;1.18;0.12
1898;Nani;POR;FWMF;Venezia;Serie A;3510;3;287;0;0.94;0
1899;Paul Nardi;FRA;GK;Lorient;Ligue 1;2822;22;1980;0;0;0
1900;Nikolas Nartey;DEN;MFDF;Stuttgart;Bundesliga;228;4;404;0;0.22;0
1901;Matija Nastasi?;SRB;DF;Fiorentina;Serie A;295;2;219;0;0.42;0.42
1902;Roberto Navarro;ESP;MFFW;Real Sociedad;La Liga;206;3;199;0;3.18;1.36
1903;Ximo Navarro;ESP;DF;Alav�s;La Liga;3218;16;1347;0;0.73;0.2
1904;Jes�s Navas;ESP;DF;Sevilla;La Liga;3625;19;1786;0;0.51;0.05
1905;Keylor Navas;CRC;GK;Paris S-G;Ligue 1;3521;21;1856;0;0;0
1906;Papa Ndiaga Yade;SEN;DFMF;Metz;Ligue 1;2218;5;696;0;1.04;0
1907;Loum Ndiaye;SEN;MF;Alav�s;La Liga;2532;26;2312;0.08;1.32;0.31
1908;Wilfred Ndidi;NGA;MFDF;Leicester City;Premier League;2519;18;1618;0;0.83;0.22
1909;Tanguy Ndombele;FRA;MF;Tottenham;Premier League;259;6;484;0.19;1.67;0.56
1910;Tanguy Ndombele;FRA;MF;Lyon;Ligue 1;2511;7;701;0;0.64;0
1911;Dan Ndoye;SUI;FWMF;Nice;Ligue 1;213;2;205;0;1.3;0
1912;Paul Nebel;GER;MFFW;Mainz 05;Bundesliga;1910;2;228;0;1.2;0.4
1913;�lvaro Negredo;ESP;FW;C�diz;La Liga;3634;24;2157;0.29;2.71;1.04
1914;Reiss Nelson;ENG;FW;Arsenal;Premier League;221;0;20;0;5;0
1915;David Nemeth;AUT;DF;Mainz 05;Bundesliga;216;2;311;0;0;0
1916;Ilija Nestorovski;MKD;FW;Udinese;Serie A;327;1;188;0.48;2.38;0.48
1917;Neto;BRA;GK;Barcelona;La Liga;323;3;270;0;0;0
1918;Pedro Neto;POR;FWMF;Wolves;Premier League;2213;5;466;0.19;3.27;0.77
1919;Luca Netz;GER;DF;M'Gladbach;Bundesliga;1924;17;1396;0;0.97;0.32
1920;Manuel Neuer;GER;GK;Bayern Munich;Bundesliga;3628;28;2510;0;0;0
1921;Florian Neuhaus;GER;MF;M'Gladbach;Bundesliga;2529;24;2121;0.17;2.03;0.81
1922;Carlos Neva;ESP;DF;Granada;La Liga;2526;24;2108;0;0.26;0.04
1923;R�ben Neves;POR;MF;Wolves;Premier League;2533;31;2661;0.14;1.42;0.54
1924;Neymar;BRA;FWMF;Paris S-G;Ligue 1;3022;22;1851;0.63;2.43;1.21
1925;Yvan Neyou;CMR;MF;Saint-�tienne;Ligue 1;2516;12;936;0;0.58;0.29
1926;Jeremy Ngakia;ENG;DF;Watford;Premier League;2116;9;903;0;0.5;0
1927;Jessic Ngankam;GER;FW;Greuther F�rth;Bundesliga;216;4;341;0.53;2.11;1.32
1928;Opa Nguette;SEN;FWMF;Metz;Ligue 1;2726;10;1048;0.17;1.98;0.6
1929;Aur�lien Nguiamba;FRA;MF;Spezia;Serie A;233;0;51;0;0;0
1930;Sikou Niakat�;FRA;DF;Metz;Ligue 1;2212;8;661;0;0.55;0
1931;Moussa Niakhate;FRA;DF;Mainz 05;Bundesliga;2630;29;2567;0.14;0.32;0.11
1932;Ibrahima Niane;SEN;FW;Metz;Ligue 1;2326;20;1582;0.17;2.44;0.57
1933;M'Baye Niang;SEN;FW;Bordeaux;Ligue 1;2722;7;777;0.35;2.91;1.16
1934;Cheikh Niasse;SEN;MFFW;Lille;Ligue 1;224;0;44;0;0;0
1935;Florian Niederlechner;GER;FW;Augsburg;Bundesliga;3126;13;1165;0.39;2.17;0.93
1936;H�vard Nielsen;NOR;MFFW;Greuther F�rth;Bundesliga;2826;14;1367;0.13;1.84;0.59
1937;Sa�l ��guez;ESP;MFDF;Chelsea;Premier League;2710;5;480;0;0.94;0.19
1938;Sa�l ��guez;ESP;DFMF;Atl�tico Madrid;La Liga;273;2;201;0;1.82;0
1939;Dimitris Nikolaou;GRE;DF;Spezia;Serie A;2336;36;3240;0;0.08;0
1940;Joakim Nilsson;SWE;DF;Arminia;Bundesliga;2831;31;2735;0.07;0.16;0.1
1941;Casimir Ninga;CHA;FW;Angers;Ligue 1;2916;3;409;0;2;0.22
1942;Fernando Ni�o;ESP;FW;Mallorca;La Liga;2123;9;884;0.2;2.35;1.33
1943;Eddie Nketiah;ENG;FW;Arsenal;Premier League;2221;8;835;0.54;3.01;1.29
1944;Nicolas Nkoulou;CMR;DF;Watford;Premier League;323;2;168;0;0;0
1945;Christopher Nkunku;FRA;FWMF;RB Leipzig;Bundesliga;2434;31;2723;0.66;2.64;1.29
1946;Lukas Nmecha;GER;FWMF;Wolfsburg;Bundesliga;2325;18;1627;0.44;2.98;1.16
1947;Mark Noble;ENG;MF;West Ham;Premier League;3511;3;332;0.27;0;0
1948;Peru Nolaskoain;ESP;DF;Athletic Club;La Liga;231;0;1;0;0;0
1949;Nolito;ESP;MF;Celta Vigo;La Liga;3532;15;1384;0.13;1.3;0.58
1950;Arnaud Nordin;FRA;FWMF;Saint-�tienne;Ligue 1;2336;20;1874;0.19;2.36;1.01
1951;H�vard Nordtveit;NOR;DF;Hoffenheim;Bundesliga;3111;1;304;0;0.29;0
1952;Mathias Normann;NOR;MF;Norwich City;Premier League;2623;20;1645;0.05;1.42;0.27
1953;Connor No�;IRL;MF;M'Gladbach;Bundesliga;213;0;52;0;1.67;0
1954;Hugo Novoa;ESP;MFFW;RB Leipzig;Bundesliga;198;1;136;0.67;1.33;1.33
1955;Soma Novothny;HUN;FWMF;Bochum;Bundesliga;276;0;80;1.11;3.33;1.11
1956;Jean-Pierre Nsame;CMR;FW;Venezia;Serie A;2911;1;245;0;2.22;0
1957;Randy Ntekja;FRA;FWMF;Rayo Vallecano;La Liga;2434;16;1462;0.19;1.85;0.49
1958;Alexander N�bel;GER;GK;Monaco;Ligue 1;2538;38;3420;0;0;0
1959;Kasim Nuhu;GHA;DF;Hoffenheim;Bundesliga;263;0;5;0;10;10
1960;Unai N��ez;ESP;DF;Athletic Club;La Liga;259;7;622;0;0.87;0.14
1961;Hans Nunoo Sarpei;GHA;DFMF;Greuther F�rth;Bundesliga;238;7;643;0;0.42;0
1962;Bram Nuytinck;NED;DF;Udinese;Serie A;3227;23;2033;0.04;0.44;0.13
1963;Simeon Nwankwo;NGA;FW;Salernitana;Serie A;3019;10;842;0.11;2.13;0.64
1964;Gerzino Nyamsi;FRA;DF;Strasbourg;Ligue 1;2534;33;2984;0;0.84;0.15
1965;Allan Nyom;CMR;DF;Getafe;La Liga;345;3;244;0;0;0
1966;M'Bala Nzola;ANG;FW;Spezia;Serie A;2521;10;1068;0.17;1.85;1.09
1967;Christian N�rgaard;DEN;MF;Brentford;Premier League;2835;35;3054;0.09;0.8;0.24
1968;Adam Obert;SVK;DF;Cagliari;Serie A;196;3;274;0;0;0
1969;Joel Obi;NGA;MFDF;Salernitana;Serie A;3121;12;1143;0;0.79;0.16
1970;Jan Oblak;SVN;GK;Atl�tico Madrid;La Liga;2938;38;3420;0;0.03;0
1971;Lucas Ocampos;ARG;FW;Sevilla;La Liga;2730;23;2125;0.25;2.16;0.68
1972;Bastian Oczipka;GER;DF;Union Berlin;Bundesliga;3318;9;932;0;0.48;0.1
1973;Brain Oddei;ITA;FW;Sassuolo;Serie A;192;0;8;0;10;0
1974;�lvaro Odriozola;ESP;DF;Fiorentina;Serie A;2625;18;1733;0.05;0.21;0.1
1975;Angelo Ogbonna;ITA;DF;West Ham;Premier League;3411;11;921;0.1;0.29;0.1
1976;Florent Ogier;FRA;DF;Clermont Foot;Ligue 1;3330;29;2429;0.04;0.3;0.11
1977;Stefano Okaka;ITA;FW;Udinese;Serie A;322;0;22;0;5;0
1978;David Okereke;NGA;FWMF;Venezia;Serie A;2432;24;2053;0.31;1.75;0.79
1979;Masaya Okugawa;JPN;MFFW;Arminia;Bundesliga;2633;30;2531;0.28;1.14;0.57
1980;Lucas Olaza;URU;DF;Elche;La Liga;275;3;295;0.3;1.21;0.3
1981;Oier Olaz�bal;ESP;GK;Espanyol;La Liga;322;1;135;0;0;0
1982;Mathias Olesen;LUX;MF;K�ln;Bundesliga;213;0;17;0;0;0
1983;Michael Olise;FRA;FWMF;Crystal Palace;Premier League;2026;12;1141;0.16;1.5;0.79
1984;Christian Oliva;URU;MF;Cagliari;Serie A;254;0;48;0;0;0
1985;Brian Oliv�n;ESP;DF;Mallorca;La Liga;2828;24;2189;0.04;0.82;0.29
1986;S�rgio Oliveira;POR;MF;Roma;Serie A;2914;13;892;0.2;1.11;0.51
1987;Math�as Olivera;URU;DF;Getafe;La Liga;2432;32;2803;0.03;0.77;0.23
1988;Dani Olmo;ESP;MF;RB Leipzig;Bundesliga;2419;7;743;0.36;2.65;1.45
1989;Robin Olsen;SWE;GK;Aston Villa;Premier League;321;1;90;0;0;0
1990;Warmed Omari;FRA;DF;Rennes;Ligue 1;2234;31;2796;0;0.16;0
1991;Jonas Omlin;SUI;GK;Montpellier;Ligue 1;2829;29;2587;0;0;0
1992;Andrew Omobamidele;IRL;DF;Norwich City;Premier League;195;4;382;0.24;0.48;0.24
1993;Amadou Onana;BEL;MF;Lille;Ligue 1;2032;11;1359;0.07;0.99;0.4
1994;Jean Onana;CMR;MF;Bordeaux;Ligue 1;2223;23;1832;0.15;1.03;0.2
1995;Karim Onisiwo;AUT;FW;Mainz 05;Bundesliga;3031;28;2361;0.19;2.48;0.73
1996;Javier Ontiveros;ESP;MFFW;Osasuna;La Liga;243;0;39;0;5;2.5
1997;Tyler Onyango;ENG;MFFW;Everton;Premier League;193;0;28;0;3.33;0
1998;Frank Onyeka;NGA;MF;Brentford;Premier League;2420;12;1045;0;1.38;0.43
1999;Willi Orban;HUN;DF;RB Leipzig;Bundesliga;2930;30;2642;0.07;0.88;0.31
2000;Divock Origi;BEL;FW;Liverpool;Premier League;277;0;133;2;6.67;3.33
2001;Riccardo Orsolini;ITA;FW;Bologna;Serie A;2529;21;1785;0.3;2.68;0.76
2002;Stefan Ortega;GER;GK;Arminia;Bundesliga;2933;33;2970;0;0;0
2003;Pedro Ortiz;ESP;MF;Sevilla;La Liga;211;0;7;0;10;10
2004;Victor Osimhen;NGA;FW;Napoli;Serie A;2327;23;1983;0.64;4.14;1.27
2005;Milutin Osmaji?;MNE;FWMF;C�diz;La Liga;2210;2;257;0;1.38;0
2006;David Ospina;COL;GK;Napoli;Serie A;3331;31;2790;0;0;0
2007;Patrick Osterhage;GER;MF;Bochum;Bundesliga;2213;6;599;0;0.6;0.15
2008;Tom� Ostr�k;CZE;FWMF;K�ln;Bundesliga;225;0;31;0;6.67;0
2009;Ot�vio;BRA;MF;Bordeaux;Ligue 1;2816;13;1147;0;0.94;0.24
2010;Paulo Ot�vio;BRA;DF;Wolfsburg;Bundesliga;277;5;362;0;1;0
2011;Dango Ouattara;BFA;MFFW;Lorient;Ligue 1;2025;7;812;0.11;2.78;0.89
2012;Remi Oudin;FRA;MFFW;Bordeaux;Ligue 1;2533;20;1737;0.21;2.95;0.83
2013;Alexandre Oukidja;ALG;GK;Metz;Ligue 1;3321;21;1875;0;0;0
